Base position	No. reads	Exon
108285566	0	NaN
108285567	0	NaN
108285568	0	NaN
108285569	0	NaN
108285570	0	NaN
108285571	0	NaN
108285572	0	NaN
108285573	0	NaN
108285574	0	NaN
108285575	0	NaN
108285576	0	NaN
108285577	0	NaN
108285578	0	NaN
108285579	0	NaN
108285580	0	NaN
108285581	0	NaN
108285582	0	NaN
108285583	0	NaN
108285584	0	NaN
108285585	0	NaN
108285586	0	NaN
108285587	0	NaN
108285588	0	NaN
108285589	0	NaN
108285590	0	NaN
108285591	0	NaN
108285592	0	NaN
108285593	0	NaN
108285594	0	NaN
108285595	0	NaN
108285596	0	NaN
108285597	0	NaN
108285598	0	NaN
108285599	0	NaN
108285600	0	NaN
108285601	0	NaN
108285602	0	NaN
108285603	0	NaN
108285604	0	NaN
108285605	0	NaN
108285606	0	NaN
108285607	0	NaN
108285608	0	NaN
108285609	0	NaN
108285610	0	NaN
108285611	0	NaN
108285612	0	NaN
108285613	0	NaN
108285614	0	NaN
108285615	0	NaN
108285616	0	NaN
108285617	0	NaN
108285618	0	NaN
108285619	0	NaN
108285620	0	NaN
108285621	0	NaN
108285622	0	NaN
108285623	0	NaN
108285624	0	NaN
108285625	0	NaN
108285626	0	NaN
108285627	0	NaN
108285628	0	NaN
108285629	0	NaN
108285630	0	NaN
108285631	0	NaN
108285632	0	NaN
108285633	0	NaN
108285634	0	NaN
108285635	0	NaN
108285636	0	NaN
108285637	0	NaN
108285638	0	NaN
108285639	0	NaN
108285640	0	NaN
108285641	0	NaN
108285642	0	NaN
108285643	0	NaN
108285644	0	NaN
108285645	0	NaN
108285646	0	NaN
108285647	0	NaN
108285648	0	NaN
108285649	0	NaN
108285650	0	NaN
108285651	0	NaN
108285652	0	NaN
108285653	0	NaN
108285654	0	NaN
108285655	0	NaN
108285656	0	NaN
108285657	0	NaN
108285658	0	NaN
108285659	0	NaN
108285660	0	NaN
108285661	0	NaN
108285662	0	NaN
108285663	0	NaN
108285664	0	NaN
108285665	0	NaN
108285666	0	NaN
108285667	0	NaN
108285668	0	NaN
108285669	0	NaN
108285670	0	NaN
108285671	0	NaN
108285672	0	NaN
108285673	0	NaN
108285674	0	NaN
108285675	0	NaN
108285676	0	NaN
108285677	0	NaN
108285678	0	NaN
108285679	0	NaN
108285680	0	NaN
108285681	0	NaN
108285682	0	NaN
108285683	0	NaN
108285684	0	NaN
108285685	0	NaN
108285686	0	NaN
108285687	0	NaN
108285688	0	NaN
108285689	0	NaN
108285690	0	NaN
108285691	0	NaN
108285692	0	NaN
108285693	0	NaN
108285694	0	NaN
108285695	0	NaN
108285696	0	NaN
108285697	0	NaN
108285698	0	NaN
108285699	0	NaN
108285700	0	NaN
108285701	0	NaN
108285702	0	NaN
108285703	0	NaN
108285704	0	NaN
108285705	0	NaN
108285706	0	NaN
108285707	0	NaN
108285708	0	NaN
108285709	0	NaN
108285710	0	NaN
108285711	0	NaN
108285712	0	NaN
108285713	0	NaN
108285714	0	NaN
108285715	0	NaN
108285716	0	NaN
108285717	0	NaN
108285718	0	NaN
108285719	0	NaN
108285720	0	NaN
108285721	0	NaN
108285722	0	NaN
108285723	0	NaN
108285724	0	NaN
108285725	0	NaN
108285726	0	NaN
108285727	0	NaN
108285728	0	NaN
108285729	0	NaN
108285730	0	NaN
108285731	0	NaN
108285732	0	NaN
108285733	0	NaN
108285734	0	NaN
108285735	0	NaN
108285736	0	NaN
108285737	0	NaN
108285738	0	NaN
108285739	0	NaN
108285740	0	NaN
108285741	0	NaN
108285742	0	NaN
108285743	0	NaN
108285744	0	NaN
108285745	0	NaN
108285746	0	NaN
108285747	0	NaN
108285748	0	NaN
108285749	0	NaN
108285750	0	NaN
108285751	0	NaN
108285752	0	NaN
108285753	0	NaN
108285754	0	NaN
108285755	0	NaN
108285756	0	NaN
108285757	0	NaN
108285758	0	NaN
108285759	0	NaN
108285760	0	NaN
108285761	0	NaN
108285762	0	NaN
108285763	0	NaN
108285764	0	NaN
108285765	0	NaN
108285766	0	NaN
108285767	0	NaN
108285768	0	NaN
108285769	0	NaN
108285770	0	NaN
108285771	0	NaN
108285772	0	NaN
108285773	0	NaN
108285774	0	NaN
108285775	0	NaN
108285776	0	NaN
108285777	0	NaN
108285778	0	NaN
108285779	0	NaN
108285780	0	NaN
108285781	0	NaN
108285782	0	NaN
108285783	0	NaN
108285784	0	NaN
108285785	0	NaN
108285786	0	NaN
108285787	0	NaN
108285788	0	NaN
108285789	0	NaN
108285790	0	NaN
108285791	0	NaN
108285792	0	NaN
108285793	0	NaN
108285794	0	NaN
108285795	0	NaN
108285796	0	NaN
108285797	0	NaN
108285798	0	NaN
108285799	0	NaN
108285800	0	NaN
108285801	0	NaN
108285802	0	NaN
108285803	0	NaN
108285804	0	NaN
108285805	0	NaN
108285806	0	NaN
108285807	0	NaN
108285808	0	NaN
108285809	0	NaN
108285810	0	NaN
108285811	0	NaN
108285812	0	NaN
108285813	0	NaN
108285814	0	NaN
108285815	0	NaN
108285816	0	NaN
108285817	0	NaN
108285818	0	NaN
108285819	0	NaN
108285820	0	NaN
108285821	0	NaN
108285822	0	NaN
108285823	0	NaN
108285824	0	NaN
108285825	0	NaN
108285826	0	NaN
108285827	0	NaN
108285828	0	NaN
108285829	0	NaN
108285830	0	NaN
108285831	0	NaN
108285832	0	NaN
108285833	0	NaN
108285834	0	NaN
108285835	0	NaN
108285836	0	NaN
108285837	0	NaN
108285838	0	NaN
108285839	0	NaN
108285840	0	NaN
108285841	0	NaN
108285842	0	NaN
108285843	0	NaN
108285844	0	NaN
108285845	0	NaN
108285846	0	NaN
108285847	0	NaN
108285848	0	NaN
108285849	0	NaN
108285850	0	NaN
108285851	0	NaN
108285852	0	NaN
108285853	0	NaN
108285854	0	NaN
108285855	0	NaN
108285856	0	NaN
108285857	0	NaN
108285858	0	NaN
108285859	0	NaN
108285860	0	NaN
108285861	0	NaN
108285862	0	NaN
108285863	0	NaN
108285864	0	NaN
108285865	0	NaN
108285866	0	NaN
108285867	0	NaN
108285868	0	NaN
108285869	0	NaN
108285870	0	NaN
108285871	0	NaN
108285872	0	NaN
108285873	0	NaN
108285874	0	NaN
108285875	0	NaN
108285876	0	NaN
108285877	0	NaN
108285878	0	NaN
108285879	0	NaN
108285880	0	NaN
108285881	0	NaN
108285882	0	NaN
108285883	0	NaN
108285884	0	NaN
108285885	0	NaN
108285886	0	NaN
108285887	0	NaN
108285888	0	NaN
108285889	0	NaN
108285890	0	NaN
108285891	0	NaN
108285892	0	NaN
108285893	0	NaN
108285894	0	NaN
108285895	0	NaN
108285896	0	NaN
108285897	0	NaN
108285898	0	NaN
108285899	0	NaN
108285900	0	NaN
108285901	0	NaN
108285902	0	NaN
108285903	0	NaN
108285904	0	NaN
108285905	0	NaN
108285906	0	NaN
108285907	0	NaN
108285908	0	NaN
108285909	0	NaN
108285910	0	NaN
108285911	0	NaN
108285912	0	NaN
108285913	0	NaN
108285914	0	NaN
108285915	0	NaN
108285916	0	NaN
108285917	0	NaN
108285918	0	NaN
108285919	0	NaN
108285920	0	NaN
108285921	0	NaN
108285922	0	NaN
108285923	0	NaN
108285924	0	NaN
108285925	0	NaN
108285926	0	NaN
108285927	0	NaN
108285928	0	NaN
108285929	0	NaN
108285930	0	NaN
108285931	0	NaN
108285932	0	NaN
108285933	0	NaN
108285934	0	NaN
108285935	0	NaN
108285936	0	NaN
108285937	0	NaN
108285938	0	NaN
108285939	0	NaN
108285940	0	NaN
108285941	0	NaN
108285942	0	NaN
108285943	0	NaN
108285944	0	NaN
108285945	0	NaN
108285946	0	NaN
108285947	0	NaN
108285948	0	NaN
108285949	0	NaN
108285950	0	NaN
108285951	0	NaN
108285952	0	NaN
108285953	0	NaN
108285954	0	NaN
108285955	0	NaN
108285956	0	NaN
108285957	0	NaN
108285958	0	NaN
108285959	0	NaN
108285960	0	NaN
108285961	0	NaN
108285962	0	NaN
108285963	0	NaN
108285964	0	NaN
108285965	0	NaN
108285966	0	NaN
108285967	0	NaN
108285968	0	NaN
108285969	0	NaN
108285970	0	NaN
108285971	0	NaN
108285972	0	NaN
108285973	0	NaN
108285974	0	NaN
108285975	0	NaN
108285976	0	NaN
108285977	0	NaN
108285978	0	NaN
108285979	0	NaN
108285980	0	NaN
108285981	0	NaN
108285982	0	NaN
108285983	0	NaN
108285984	0	NaN
108285985	0	NaN
108285986	0	NaN
108285987	0	NaN
108285988	0	NaN
108285989	0	NaN
108285990	0	NaN
108285991	0	NaN
108285992	0	NaN
108285993	0	NaN
108285994	0	NaN
108285995	0	NaN
108285996	0	NaN
108285997	0	NaN
108285998	0	NaN
108285999	0	NaN
108286000	0	NaN
108286001	0	NaN
108286002	0	NaN
108286003	0	NaN
108286004	0	NaN
108286005	0	NaN
108286006	0	NaN
108286007	0	NaN
108286008	0	NaN
108286009	0	NaN
108286010	0	NaN
108286011	0	NaN
108286012	0	NaN
108286013	0	NaN
108286014	0	NaN
108286015	0	NaN
108286016	0	NaN
108286017	0	NaN
108286018	0	NaN
108286019	0	NaN
108286020	0	NaN
108286021	0	NaN
108286022	0	NaN
108286023	0	NaN
108286024	0	NaN
108286025	0	NaN
108286026	0	NaN
108286027	0	NaN
108286028	0	NaN
108286029	0	NaN
108286030	0	NaN
108286031	0	NaN
108286032	0	NaN
108286033	0	NaN
108286034	0	NaN
108286035	0	NaN
108286036	0	NaN
108286037	0	NaN
108286038	0	NaN
108286039	0	NaN
108286040	0	NaN
108286041	0	NaN
108286042	0	NaN
108286043	0	NaN
108286044	0	NaN
108286045	0	NaN
108286046	0	NaN
108286047	0	NaN
108286048	0	NaN
108286049	0	NaN
108286050	0	NaN
108286051	0	NaN
108286052	0	NaN
108286053	0	NaN
108286054	0	NaN
108286055	0	NaN
108286056	0	NaN
108286057	0	NaN
108286058	0	NaN
108286059	0	NaN
108286060	0	NaN
108286061	0	NaN
108286062	0	NaN
108286063	0	NaN
108286064	0	NaN
108286065	0	NaN
108286066	0	NaN
108286067	0	NaN
108286068	0	NaN
108286069	0	NaN
108286070	0	NaN
108286071	0	NaN
108286072	0	NaN
108286073	0	NaN
108286074	0	NaN
108286075	0	NaN
108286076	0	NaN
108286077	0	NaN
108286078	0	NaN
108286079	0	NaN
108286080	0	NaN
108286081	0	NaN
108286082	0	NaN
108286083	0	NaN
108286084	0	NaN
108286085	0	NaN
108286086	0	NaN
108286087	0	NaN
108286088	0	NaN
108286089	0	NaN
108286090	0	NaN
108286091	0	NaN
108286092	0	NaN
108286093	0	NaN
108286094	0	NaN
108286095	0	NaN
108286096	0	NaN
108286097	0	NaN
108286098	0	NaN
108286099	0	NaN
108286100	0	NaN
108286101	0	NaN
108286102	0	NaN
108286103	0	NaN
108286104	0	NaN
108286105	0	NaN
108286106	0	NaN
108286107	0	NaN
108286108	0	NaN
108286109	0	NaN
108286110	0	NaN
108286111	0	NaN
108286112	0	NaN
108286113	0	NaN
108286114	0	NaN
108286115	0	NaN
108286116	0	NaN
108286117	0	NaN
108286118	0	NaN
108286119	0	NaN
108286120	0	NaN
108286121	0	NaN
108286122	0	NaN
108286123	0	NaN
108286124	0	NaN
108286125	0	NaN
108286126	0	NaN
108286127	0	NaN
108286128	0	NaN
108286129	0	NaN
108286130	0	NaN
108286131	0	NaN
108286132	0	NaN
108286133	0	NaN
108286134	0	NaN
108286135	0	NaN
108286136	0	NaN
108286137	0	NaN
108286138	0	NaN
108286139	0	NaN
108286140	0	NaN
108286141	0	NaN
108286142	0	NaN
108286143	0	NaN
108286144	0	NaN
108286145	0	NaN
108286146	0	NaN
108286147	0	NaN
108286148	0	NaN
108286149	0	NaN
108286150	0	NaN
108286151	0	NaN
108286152	0	NaN
108286153	0	NaN
108286154	0	NaN
108286155	0	NaN
108286156	0	NaN
108286157	0	NaN
108286158	0	NaN
108286159	0	NaN
108286160	0	NaN
108286161	0	NaN
108286162	0	NaN
108286163	0	NaN
108286164	0	NaN
108286165	0	NaN
108286166	0	NaN
108286167	0	NaN
108286168	0	NaN
108286169	0	NaN
108286170	0	NaN
108286171	0	NaN
108286172	0	NaN
108286173	0	NaN
108286174	0	NaN
108286175	0	NaN
108286176	0	NaN
108286177	0	NaN
108286178	0	NaN
108286179	0	NaN
108286180	0	NaN
108286181	0	NaN
108286182	0	NaN
108286183	0	NaN
108286184	0	NaN
108286185	0	NaN
108286186	0	NaN
108286187	0	NaN
108286188	0	NaN
108286189	0	NaN
108286190	0	NaN
108286191	0	NaN
108286192	0	NaN
108286193	0	NaN
108286194	0	NaN
108286195	0	NaN
108286196	0	NaN
108286197	0	NaN
108286198	0	NaN
108286199	0	NaN
108286200	0	NaN
108286201	0	NaN
108286202	0	NaN
108286203	0	NaN
108286204	0	NaN
108286205	0	NaN
108286206	0	NaN
108286207	0	NaN
108286208	0	NaN
108286209	0	NaN
108286210	0	NaN
108286211	0	NaN
108286212	0	NaN
108286213	0	NaN
108286214	0	NaN
108286215	0	NaN
108286216	0	NaN
108286217	0	NaN
108286218	0	NaN
108286219	0	NaN
108286220	0	NaN
108286221	0	NaN
108286222	0	NaN
108286223	0	NaN
108286224	0	NaN
108286225	0	NaN
108286226	0	NaN
108286227	0	NaN
108286228	0	NaN
108286229	0	NaN
108286230	0	NaN
108286231	0	NaN
108286232	0	NaN
108286233	0	NaN
108286234	0	NaN
108286235	0	NaN
108286236	0	NaN
108286237	0	NaN
108286238	0	NaN
108286239	0	NaN
108286240	0	NaN
108286241	0	NaN
108286242	0	NaN
108286243	0	NaN
108286244	0	NaN
108286245	0	NaN
108286246	0	NaN
108286247	0	NaN
108286248	0	NaN
108286249	0	NaN
108286250	0	NaN
108286251	0	NaN
108286252	0	NaN
108286253	0	NaN
108286254	0	NaN
108286255	0	NaN
108286256	0	NaN
108286257	0	NaN
108286258	0	NaN
108286259	0	NaN
108286260	0	NaN
108286261	0	NaN
108286262	0	NaN
108286263	0	NaN
108286264	0	NaN
108286265	0	NaN
108286266	0	NaN
108286267	0	NaN
108286268	0	NaN
108286269	0	NaN
108286270	0	NaN
108286271	0	NaN
108286272	0	NaN
108286273	0	NaN
108286274	0	NaN
108286275	0	NaN
108286276	0	NaN
108286277	0	NaN
108286278	0	NaN
108286279	0	NaN
108286280	0	NaN
108286281	0	NaN
108286282	0	NaN
108286283	0	NaN
108286284	0	NaN
108286285	0	NaN
108286286	0	NaN
108286287	0	NaN
108286288	0	NaN
108286289	0	NaN
108286290	0	NaN
108286291	0	NaN
108286292	0	NaN
108286293	0	NaN
108286294	0	NaN
108286295	0	NaN
108286296	0	NaN
108286297	0	NaN
108286298	0	NaN
108286299	0	NaN
108286300	0	NaN
108286301	0	NaN
108286302	0	NaN
108286303	0	NaN
108286304	0	NaN
108286305	0	NaN
108286306	0	NaN
108286307	0	NaN
108286308	0	NaN
108286309	0	NaN
108286310	0	NaN
108286311	0	NaN
108286312	0	NaN
108286313	0	NaN
108286314	0	NaN
108286315	0	NaN
108286316	0	NaN
108286317	0	NaN
108286318	0	NaN
108286319	0	NaN
108286320	0	NaN
108286321	0	NaN
108286322	0	NaN
108286323	0	NaN
108286324	0	NaN
108286325	0	NaN
108286326	0	NaN
108286327	0	NaN
108286328	0	NaN
108286329	0	NaN
108286330	0	NaN
108286331	0	NaN
108286332	0	NaN
108286333	0	NaN
108286334	0	NaN
108286335	0	NaN
108286336	0	NaN
108286337	0	NaN
108286338	0	NaN
108286339	0	NaN
108286340	0	NaN
108286341	0	NaN
108286342	0	NaN
108286343	0	NaN
108286344	0	NaN
108286345	0	NaN
108286346	0	NaN
108286347	0	NaN
108286348	0	NaN
108286349	0	NaN
108286350	0	NaN
108286351	0	NaN
108286352	0	NaN
108286353	0	NaN
108286354	0	NaN
108286355	0	NaN
108286356	0	NaN
108286357	0	NaN
108286358	0	NaN
108286359	0	NaN
108286360	0	NaN
108286361	0	NaN
108286362	0	NaN
108286363	0	NaN
108286364	0	NaN
108286365	0	NaN
108286366	0	NaN
108286367	0	NaN
108286368	0	NaN
108286369	0	NaN
108286370	0	NaN
108286371	0	NaN
108286372	0	NaN
108286373	0	NaN
108286374	0	NaN
108286375	0	NaN
108286376	0	NaN
108286377	0	NaN
108286378	0	NaN
108286379	0	NaN
108286380	0	NaN
108286381	0	NaN
108286382	0	NaN
108286383	0	NaN
108286384	0	NaN
108286385	0	NaN
108286386	0	NaN
108286387	0	NaN
108286388	0	NaN
108286389	0	NaN
108286390	0	NaN
108286391	0	NaN
108286392	0	NaN
108286393	0	NaN
108286394	0	NaN
108286395	0	NaN
108286396	0	NaN
108286397	0	NaN
108286398	0	NaN
108286399	0	NaN
108286400	0	NaN
108286401	0	NaN
108286402	0	NaN
108286403	0	NaN
108286404	0	NaN
108286405	0	NaN
108286406	0	NaN
108286407	0	NaN
108286408	0	NaN
108286409	0	NaN
108286410	0	NaN
108286411	0	NaN
108286412	0	NaN
108286413	0	NaN
108286414	0	NaN
108286415	0	NaN
108286416	0	NaN
108286417	0	NaN
108286418	0	NaN
108286419	0	NaN
108286420	0	NaN
108286421	0	NaN
108286422	0	NaN
108286423	0	NaN
108286424	0	NaN
108286425	0	NaN
108286426	0	NaN
108286427	0	NaN
108286428	0	NaN
108286429	0	NaN
108286430	0	NaN
108286431	0	NaN
108286432	0	NaN
108286433	0	NaN
108286434	0	NaN
108286435	0	NaN
108286436	0	NaN
108286437	0	NaN
108286438	0	NaN
108286439	0	NaN
108286440	0	NaN
108286441	0	NaN
108286442	0	NaN
108286443	0	NaN
108286444	0	NaN
108286445	0	NaN
108286446	0	NaN
108286447	0	NaN
108286448	0	NaN
108286449	0	NaN
108286450	0	NaN
108286451	0	NaN
108286452	0	NaN
108286453	0	NaN
108286454	0	NaN
108286455	0	NaN
108286456	0	NaN
108286457	0	NaN
108286458	0	NaN
108286459	0	NaN
108286460	0	NaN
108286461	0	NaN
108286462	0	NaN
108286463	0	NaN
108286464	0	NaN
108286465	0	NaN
108286466	0	NaN
108286467	0	NaN
108286468	0	NaN
108286469	0	NaN
108286470	0	NaN
108286471	0	NaN
108286472	0	NaN
108286473	0	NaN
108286474	0	NaN
108286475	0	NaN
108286476	0	NaN
108286477	0	NaN
108286478	0	NaN
108286479	0	NaN
108286480	0	NaN
108286481	0	NaN
108286482	0	NaN
108286483	0	NaN
108286484	0	NaN
108286485	0	NaN
108286486	0	NaN
108286487	0	NaN
108286488	0	NaN
108286489	0	NaN
108286490	0	NaN
108286491	0	NaN
108286492	0	NaN
108286493	0	NaN
108286494	0	NaN
108286495	0	NaN
108286496	0	NaN
108286497	0	NaN
108286498	0	NaN
108286499	0	NaN
108286500	0	NaN
108286501	0	NaN
108286502	0	NaN
108286503	0	NaN
108286504	0	NaN
108286505	0	NaN
108286506	0	NaN
108286507	0	NaN
108286508	0	NaN
108286509	0	NaN
108286510	0	NaN
108286511	0	NaN
108286512	0	NaN
108286513	0	NaN
108286514	0	NaN
108286515	0	NaN
108286516	0	NaN
108286517	0	NaN
108286518	0	NaN
108286519	0	NaN
108286520	0	NaN
108286521	0	NaN
108286522	0	NaN
108286523	0	NaN
108286524	0	NaN
108286525	0	NaN
108286526	0	NaN
108286527	0	NaN
108286528	0	NaN
108286529	0	NaN
108286530	0	NaN
108286531	0	NaN
108286532	0	NaN
108286533	0	NaN
108286534	0	NaN
108286535	0	NaN
108286536	0	NaN
108286537	0	NaN
108286538	0	NaN
108286539	0	NaN
108286540	0	NaN
108286541	0	NaN
108286542	0	NaN
108286543	0	NaN
108286544	0	NaN
108286545	0	NaN
108286546	0	NaN
108286547	0	NaN
108286548	0	NaN
108286549	0	NaN
108286550	0	NaN
108286551	0	NaN
108286552	0	NaN
108286553	0	NaN
108286554	0	NaN
108286555	0	NaN
108286556	0	NaN
108286557	0	NaN
108286558	0	NaN
108286559	0	NaN
108286560	0	NaN
108286561	0	NaN
108286562	0	NaN
108286563	0	NaN
108286564	0	NaN
108286565	0	NaN
108286566	0	NaN
108286567	0	NaN
108286568	0	NaN
108286569	0	NaN
108286570	0	NaN
108286571	0	NaN
108286572	0	NaN
108286573	0	NaN
108286574	0	NaN
108286575	0	NaN
108286576	0	NaN
108286577	0	NaN
108286578	0	NaN
108286579	0	NaN
108286580	0	NaN
108286581	0	NaN
108286582	0	NaN
108286583	0	NaN
108286584	0	NaN
108286585	0	NaN
108286586	0	NaN
108286587	0	NaN
108286588	0	NaN
108286589	0	NaN
108286590	0	NaN
108286591	0	NaN
108286592	0	NaN
108286593	0	NaN
108286594	0	NaN
108286595	0	NaN
108286596	0	NaN
108286597	0	NaN
108286598	0	NaN
108286599	0	NaN
108286600	0	NaN
108286601	0	NaN
108286602	0	NaN
108286603	0	NaN
108286604	0	NaN
108286605	0	NaN
108286606	0	NaN
108286607	0	NaN
108286608	0	NaN
108286609	0	NaN
108286610	0	NaN
108286611	0	NaN
108286612	0	NaN
108286613	0	NaN
108286614	0	NaN
108286615	0	NaN
108286616	0	NaN
108286617	0	NaN
108286618	0	NaN
108286619	0	NaN
108286620	0	NaN
108286621	0	NaN
108286622	0	NaN
108286623	0	NaN
108286624	0	NaN
108286625	0	NaN
108286626	0	NaN
108286627	0	NaN
108286628	0	NaN
108286629	0	NaN
108286630	0	NaN
108286631	0	NaN
108286632	0	NaN
108286633	0	NaN
108286634	0	NaN
108286635	0	NaN
108286636	0	NaN
108286637	0	NaN
108286638	0	NaN
108286639	0	NaN
108286640	0	NaN
108286641	0	NaN
108286642	0	NaN
108286643	0	NaN
108286644	0	NaN
108286645	0	NaN
108286646	0	NaN
108286647	0	NaN
108286648	0	NaN
108286649	0	NaN
108286650	0	NaN
108286651	0	NaN
108286652	0	NaN
108286653	0	NaN
108286654	0	NaN
108286655	0	NaN
108286656	0	NaN
108286657	0	NaN
108286658	0	NaN
108286659	0	NaN
108286660	0	NaN
108286661	0	NaN
108286662	0	NaN
108286663	0	NaN
108286664	0	NaN
108286665	0	NaN
108286666	0	NaN
108286667	0	NaN
108286668	0	NaN
108286669	0	NaN
108286670	0	NaN
108286671	0	NaN
108286672	0	NaN
108286673	0	NaN
108286674	0	NaN
108286675	0	NaN
108286676	0	NaN
108286677	0	NaN
108286678	0	NaN
108286679	0	NaN
108286680	0	NaN
108286681	0	NaN
108286682	0	NaN
108286683	0	NaN
108286684	0	NaN
108286685	0	NaN
108286686	0	NaN
108286687	0	NaN
108286688	0	NaN
108286689	0	NaN
108286690	0	NaN
108286691	0	NaN
108286692	0	NaN
108286693	0	NaN
108286694	0	NaN
108286695	0	NaN
108286696	0	NaN
108286697	0	NaN
108286698	0	NaN
108286699	0	NaN
108286700	0	NaN
108286701	0	NaN
108286702	0	NaN
108286703	0	NaN
108286704	0	NaN
108286705	0	NaN
108286706	0	NaN
108286707	0	NaN
108286708	0	NaN
108286709	0	NaN
108286710	0	NaN
108286711	0	NaN
108286712	0	NaN
108286713	0	NaN
108286714	0	NaN
108286715	0	NaN
108286716	0	NaN
108286717	0	NaN
108286718	0	NaN
108286719	0	NaN
108286720	0	NaN
108286721	0	NaN
108286722	0	NaN
108286723	0	NaN
108286724	0	NaN
108286725	0	NaN
108286726	0	NaN
108286727	0	NaN
108286728	0	NaN
108286729	0	NaN
108286730	0	NaN
108286731	0	NaN
108286732	0	NaN
108286733	0	NaN
108286734	0	NaN
108286735	0	NaN
108286736	0	NaN
108286737	0	NaN
108286738	0	NaN
108286739	0	NaN
108286740	0	NaN
108286741	0	NaN
108286742	0	NaN
108286743	0	NaN
108286744	0	NaN
108286745	0	NaN
108286746	0	NaN
108286747	0	NaN
108286748	0	NaN
108286749	0	NaN
108286750	0	NaN
108286751	0	NaN
108286752	0	NaN
108286753	0	NaN
108286754	0	NaN
108286755	0	NaN
108286756	0	NaN
108286757	0	NaN
108286758	0	NaN
108286759	0	NaN
108286760	0	NaN
108286761	0	NaN
108286762	0	NaN
108286763	0	NaN
108286764	0	NaN
108286765	0	NaN
108286766	0	NaN
108286767	0	NaN
108286768	0	NaN
108286769	0	NaN
108286770	0	NaN
108286771	0	NaN
108286772	0	NaN
108286773	0	NaN
108286774	0	NaN
108286775	0	NaN
108286776	0	NaN
108286777	0	NaN
108286778	0	NaN
108286779	0	NaN
108286780	0	NaN
108286781	0	NaN
108286782	0	NaN
108286783	0	NaN
108286784	0	NaN
108286785	0	NaN
108286786	0	NaN
108286787	0	NaN
108286788	0	NaN
108286789	0	NaN
108286790	0	NaN
108286791	0	NaN
108286792	0	NaN
108286793	0	NaN
108286794	0	NaN
108286795	0	NaN
108286796	0	NaN
108286797	0	NaN
108286798	0	NaN
108286799	0	NaN
108286800	0	NaN
108286801	0	NaN
108286802	0	NaN
108286803	0	NaN
108286804	0	NaN
108286805	0	NaN
108286806	0	NaN
108286807	0	NaN
108286808	0	NaN
108286809	0	NaN
108286810	0	NaN
108286811	0	NaN
108286812	0	NaN
108286813	0	NaN
108286814	0	NaN
108286815	0	NaN
108286816	0	NaN
108286817	0	NaN
108286818	0	NaN
108286819	0	NaN
108286820	0	NaN
108286821	0	NaN
108286822	0	NaN
108286823	0	NaN
108286824	0	NaN
108286825	0	NaN
108286826	0	NaN
108286827	0	NaN
108286828	0	NaN
108286829	0	NaN
108286830	0	NaN
108286831	0	NaN
108286832	0	NaN
108286833	0	NaN
108286834	0	NaN
108286835	0	NaN
108286836	0	NaN
108286837	0	NaN
108286838	0	NaN
108286839	0	NaN
108286840	0	NaN
108286841	0	NaN
108286842	0	NaN
108286843	0	NaN
108286844	0	NaN
108286845	0	NaN
108286846	0	NaN
108286847	0	NaN
108286848	0	NaN
108286849	0	NaN
108286850	0	NaN
108286851	0	NaN
108286852	0	NaN
108286853	0	NaN
108286854	0	NaN
108286855	0	NaN
108286856	0	NaN
108286857	0	NaN
108286858	0	NaN
108286859	0	NaN
108286860	0	NaN
108286861	0	NaN
108286862	0	NaN
108286863	0	NaN
108286864	0	NaN
108286865	0	NaN
108286866	0	NaN
108286867	0	NaN
108286868	0	NaN
108286869	0	NaN
108286870	0	NaN
108286871	0	NaN
108286872	0	NaN
108286873	0	NaN
108286874	0	NaN
108286875	0	NaN
108286876	0	NaN
108286877	0	NaN
108286878	0	NaN
108286879	0	NaN
108286880	0	NaN
108286881	0	NaN
108286882	0	NaN
108286883	0	NaN
108286884	0	NaN
108286885	0	NaN
108286886	0	NaN
108286887	0	NaN
108286888	0	NaN
108286889	0	NaN
108286890	0	NaN
108286891	0	NaN
108286892	0	NaN
108286893	0	NaN
108286894	0	NaN
108286895	0	NaN
108286896	0	NaN
108286897	0	NaN
108286898	0	NaN
108286899	0	NaN
108286900	0	NaN
108286901	0	NaN
108286902	0	NaN
108286903	0	NaN
108286904	0	NaN
108286905	0	NaN
108286906	0	NaN
108286907	0	NaN
108286908	0	NaN
108286909	0	NaN
108286910	0	NaN
108286911	0	NaN
108286912	0	NaN
108286913	0	NaN
108286914	0	NaN
108286915	0	NaN
108286916	0	NaN
108286917	0	NaN
108286918	0	NaN
108286919	0	NaN
108286920	0	NaN
108286921	0	NaN
108286922	0	NaN
108286923	0	NaN
108286924	0	NaN
108286925	0	NaN
108286926	0	NaN
108286927	0	NaN
108286928	0	NaN
108286929	0	NaN
108286930	0	NaN
108286931	0	NaN
108286932	0	NaN
108286933	0	NaN
108286934	0	NaN
108286935	0	NaN
108286936	0	NaN
108286937	0	NaN
108286938	0	NaN
108286939	0	NaN
108286940	0	NaN
108286941	0	NaN
108286942	0	NaN
108286943	0	NaN
108286944	0	NaN
108286945	0	NaN
108286946	0	NaN
108286947	0	NaN
108286948	0	NaN
108286949	0	NaN
108286950	0	NaN
108286951	0	NaN
108286952	0	NaN
108286953	0	NaN
108286954	0	NaN
108286955	0	NaN
108286956	0	NaN
108286957	0	NaN
108286958	0	NaN
108286959	0	NaN
108286960	0	NaN
108286961	0	NaN
108286962	0	NaN
108286963	0	NaN
